upm,particion
0006826,train
0006827,train
0006828,train
0006829,test
0006830,train
0006831,train
0006832,test
0006833,train
0006834,train
0006835,train
0006836,train
0006837,train
0006838,test
0006839,train
0006840,test
0006841,test
0006842,train
0006843,test
0006844,train
0006845,train
0006846,train
0006847,test
0006848,validation
0006849,test
0006850,test
0006851,train
0006852,train
0006853,test
0006854,train
0006855,validation
0006856,train
0006857,train
0006858,train
0006859,train
0006860,test
0006861,train
0006862,train
0006863,validation
0006864,test
0006865,test
0006866,train
0006867,train
0006868,validation
0006869,train
0006870,train
0006871,test
0006872,train
0006873,validation
0006874,train
0006875,train
0006876,train
0006877,train
0006878,test
0006879,validation
0006880,train
0006881,test
0006882,validation
0006883,train
0006884,train
0006885,train
0006886,validation
0006887,train
0006888,validation
0006889,train
0006890,train
0006891,train
0006892,validation
0006893,train
0006894,train
0006895,validation
0006896,validation
0006897,train
0006898,train
0006899,test
0006900,test
0006901,train
0006902,train
0006903,train
0006904,train
0006905,train
0006906,validation
0006907,train
0006908,validation
0006909,train
0006910,train
0006911,train
0006912,test
0006913,validation
0006914,train
0006915,train
0006916,train
0006917,test
0006918,train
0006919,train
0006920,train
0006921,validation
0006922,train
0006923,train
0006924,train
0006925,train
0006926,test
0006927,test
0006928,train
0006929,test
0006930,train
0006931,train
0006932,test
0006933,train
0006934,train
0006935,train
0006936,train
0006937,test
0006938,train
0006939,train
0006940,train
0006941,test
0006942,train
0006943,train
0006944,test
0006945,train
0006946,train
0006947,validation
0006948,train
0006949,train
0006950,train
0006951,train
0006952,validation
0006953,train
0006954,train
0006955,train
0006956,train
0006957,test
0006958,test
0006959,train
0006960,train
0006961,train
0006962,train
0006963,train
0006964,train
0006965,train
0006966,train
0006967,test
0006968,train
0006969,train
0006970,validation
0006971,train
0006972,test
0006973,train
0006974,train
0006975,test
0006976,train
0006977,train
0006978,validation
0006979,train
0006980,train
0006981,validation
0006982,validation
0006983,test
0006984,train
0006985,train
0006986,validation
0006987,train
0006988,train
0006989,train
0006991,train
0006993,train
0006994,train
0006995,train
0006996,validation
0006997,test
0006998,train
0006999,train
0007000,validation
0007001,train
0007002,test
0007003,validation
0007004,test
0007005,train
0007006,train
0007007,train
0007008,test
0007009,validation
0007010,train
0007011,train
0007012,train
0007013,train
0007014,train
0007015,validation
0007016,validation
0007017,train
0007018,train
0007019,test
0007020,test
0007021,train
0007022,train
0007023,train
0007024,validation
0007025,train
0007026,train
0007027,train
0007028,validation
0007029,train
0007030,train
0007031,train
0007032,train
0007033,train
0007034,test
0007035,train
0007036,train
0007037,train
0007038,train
0007039,train
0007040,train
0007041,train
0007042,train
0007043,test
0007044,train
0007045,validation
0007046,test
0007047,train
0007048,train
0007049,test
0007050,train
0007051,validation
0007052,train
0007053,test
0007054,train
0007055,train
0007056,train
0007057,test
0007058,train
0007059,train
0007060,validation
0007061,test
0007062,train
0007063,train
0007064,train
0007065,train
0007066,train
0007067,train
0007068,train
0007069,train
0007070,validation
0007071,train
0007072,train
0007073,test
0007074,train
0007075,train
0007076,train
0007077,train
0007078,train
0007079,test
0007080,test
0007081,train
0007082,train
0007083,test
0007084,train
0007085,train
0007086,test
0007087,test
0007088,test
0007089,train
0007090,train
0007091,train
0007092,train
0007093,train
0007094,train
0007095,test
0007096,train
0007097,train
0007099,train
0007100,train
0007101,train
0007102,validation
0007103,train
0007104,validation
0007105,test
0007106,test
0007107,test
0007108,train
0007109,train
0007110,validation
0007112,train
0007113,train
0007114,train
0007115,train
0007116,train
0007117,train
0007118,test
0007119,train
0007120,train
0007121,train
0007122,train
0007123,test
0007124,test
0007125,train
0007127,test
0007128,train
0007129,train
0007130,train
0007131,train
0007132,train
0007133,train
0007134,train
0007135,train
0007136,train
0007137,train
0007138,train
0007139,train
0007140,train
0007141,validation
0007142,train
0007143,test
0007144,train
0007145,train
0007146,validation
0007147,validation
0007148,train
0007149,train
0007150,test
0007151,train
0007152,train
0007153,train
0007154,train
0007155,train
0007156,train
0007157,train
0007158,train
0007159,test
0007160,test
0007161,train
0007162,train
0007163,validation
0007164,train
0007165,train
0007166,train
0007167,train
0007168,train
0007169,train
0007170,train
0007171,train
0007172,validation
0007173,validation
0007174,train
0007175,train
0007176,test
0007177,train
0007178,test
0007179,train
0007180,train
0007181,train
0007182,validation
0007183,train
0007184,test
0007185,validation
0007186,train
0007187,train
0007188,train
0007189,test
0007190,validation
0007191,train
0007192,test
0007193,train
0007194,train
0007195,train
0007196,train
0007197,train
0007198,train
0007199,train
0007200,train
0007201,train
0007202,train
0007203,test
0007204,train
0007205,train
0007206,train
0007208,train
0007209,train
0007210,validation
0007211,train
0007212,train
0007213,train
0007214,train
0007215,validation
0007216,test
0007217,train
0007218,train
0007219,train
0007220,train
0007221,test
0007222,validation
0007223,train
0007224,train
0007225,train
0007226,test
0007227,test
0007228,train
0007229,test
0007231,validation
0007232,validation
0007233,validation
0007234,train
0007235,test
0007236,train
0007237,validation
0007238,train
0007239,validation
0007240,test
0007241,validation
0007242,test
0007243,train
0007244,train
0007245,train
0007246,train
0007247,test
0007248,train
0007249,train
0007250,validation
0007251,train
0007252,train
0007253,test
0007254,train
0007255,train
0007256,train
0007257,train
0007258,validation
0007259,train
0007260,train
0007261,test
0007262,validation
0007263,train
0007264,train
0007265,validation
0007266,validation
0007267,train
0007268,train
0007269,test
0007270,test
0007271,train
0007272,train
0007273,train
0007274,test
0007275,train
0007276,validation
0007277,test
0007278,validation
0007279,test
0007280,validation
0007281,train
0007282,train
0007283,validation
0007284,train
0007285,train
0007286,train
0007287,validation
0007288,validation
0007289,validation
0007290,train
0007291,train
0007292,train
0007293,train
0007294,validation
0007295,test
0007296,train
0007297,test
0007298,train
0007299,train
0007300,train
0007301,test
0007302,train
0007303,train
0007304,test
0007305,train
0007306,validation
0007307,test
0007308,validation
0007309,train
0007310,validation
0007311,test
0007312,train
0007313,train
0007314,train
0007315,test
0007316,test
0007317,train
0007318,train
0007319,train
0007320,train
0007321,train
0007322,train
0007323,train
0007324,train
0007325,train
0007326,train
0007327,train
0007328,test
0007329,train
0007330,train
0007331,test
0007332,train
0007333,validation
0007334,train
0007335,test
0007336,train
0007337,train
0007338,train
0007339,train
0007340,test
0007341,train
0007342,train
0007343,train
0007344,train
0007345,train
0007346,test
0007347,train
0007348,train
0007349,test
0007350,train
0007351,train
0007352,train
0007353,test
0007354,train
0007355,test
0007356,validation
0007357,train
0007358,train
0007359,train
0007360,test
0007361,train
0007362,train
0007363,train
0007364,train
0007365,train
0007366,train
0007367,train
0007368,train
0007369,train
0007370,validation
0007371,train
0007372,train
0007373,train
0007374,train
0007375,train
0007376,train
0007377,train
0007378,test
0007379,test
0007380,test
0007381,validation
0007382,validation
0007383,train
0007384,train
0007385,train
0007386,validation
0007387,validation
0007388,test
0007389,validation
0007390,test
0007391,train
0007392,train
0007393,validation
0007394,train
0007395,validation
0007396,train
0007397,test
0007398,train
0007399,train
0007400,train
0007401,test
0007402,test
0007403,train
0007404,test
0007405,train
0007406,train
0007407,train
0007408,train
0007409,test
0007410,train
0007411,test
0007412,validation
0007413,validation
0007414,train
0007415,validation
0007416,train
0007417,test
0007418,train
0007419,validation
0007420,train
0007421,train
0007422,train
0007423,test
0007424,validation
0007425,validation
0007426,train
0007427,train
0007428,train
0007429,test
0007430,test
0007431,test
0007432,validation
0007433,train
0007434,test
0007435,validation
0007436,train
0007437,validation
0007438,train
0007439,validation
0007440,train
0007441,test
0007442,validation
0007443,train
0007444,train
0007445,test
0007446,test
0007447,validation
0007448,test
0007449,test
0007450,test
0007451,train
0007452,train
0007453,validation
0007454,test
0007455,validation
0007456,train
0007457,train
0007458,train
0007459,test
0007460,train
0007461,validation
0007462,train
0007463,test
0007464,validation
0007465,test
0007466,train
0007467,train
0007468,train
0007469,train
0007470,validation
0007471,train
0007472,train
0007473,train
0007474,train
0007475,train
0007476,train
0007477,train
0007478,train
0007479,validation
0007480,train
0007481,train
0007482,test
0007483,train
0007484,train
0007485,train
0007486,train
0007487,test
0007488,train
0007489,train
0007490,train
0007491,train
0007492,test
0007493,train
0007494,train
0007495,train
0007496,validation
0007497,train
0007498,train
0007499,train
0007500,train
0007501,train
0007502,test
0007503,train
0007504,train
0007505,test
0007506,validation
0007507,train
0007508,train
0007509,train
0007510,train
0007511,train
0007512,validation
0007513,train
0007514,train
0007515,train
0007516,train
0007517,test
0007518,train
0007519,test
0007520,validation
0007521,train
0007522,train
0007523,train
0007524,train
0007525,train
0007526,test
0007527,train
0007528,train
0007529,validation
0007531,test
0007532,train
0007533,validation
0007534,test
0007535,train
0007536,train
0007537,test
0007538,validation
0007539,test
0007540,validation
0007541,test
0007542,train
0007543,train
0007544,train
0007545,train
0007546,train
0007547,train
0007548,train
0007549,test
0007550,train
0007551,train
0007552,test
0007553,test
0007554,train
0007555,train
0007556,train
0007557,train
0007558,train
0007559,train
0007560,train
0007561,validation
0007562,validation
0007563,validation
0007564,train
0007565,train
0007566,train
0007567,validation
0007568,train
0007570,train
0007571,test
0007572,train
0007573,train
0007574,train
0007575,train
0007576,validation
0007577,test
0007578,train
0007579,train
0007580,train
0007581,validation
0007582,test
0007583,test
0007584,train
0007585,validation
0007586,validation
0007587,train
0007588,train
0007589,train
0007590,train
0007591,validation
0007592,train
0007593,test
0007594,train
0007595,validation
0007596,train
0007597,train
0007598,test
0007599,validation
0007600,train
0007601,test
0007602,train
0007603,train
0007604,train
0007605,train
0007606,test
0007607,train
0007608,test
0007609,train
0007610,test
0007611,test
0007612,train
0007613,test
0007614,test
0007615,train
0007616,train
0007617,train
0007618,train
0007619,train
0007620,validation
0007621,train
0007622,train
0007623,test
0007624,validation
0007625,train
0007626,train
0007627,train
0007628,train
0007629,train
0007630,train
0007631,validation
0007632,train
0007633,validation
0007634,validation
0007635,train
0007636,train
0007637,train
0007638,test
0007639,test
0007640,train
0007641,train
0007642,train
0007643,validation
0007644,validation
0007645,train
0007646,test
0007647,test
0007648,test
0007649,train
0007650,train
0007651,validation
0007652,train
0007653,train
0007654,train
0007655,train
0007656,train
0007657,validation
0007658,train
0007659,validation
0007660,train
0007662,train
0007663,validation
0007664,train
0007665,train
0007666,validation
0007667,test
0007668,train
0007669,train
0007670,train
0007671,train
0007672,train
0007673,train
0007674,train
0007675,validation
0007676,train
0007677,test
0007678,validation
0007679,train
0007680,test
0007681,train
0007682,train
0007683,train
0007684,train
0007685,train
0007686,train
0007687,train
0007688,train
0007689,train
0007690,test
0007691,train
0007692,train
0007693,train
0007694,validation
0007695,validation
0007696,train
0007697,train
0007698,test
0007699,train
0007700,train
0007701,test
0007702,test
0007703,train
0007704,train
0007705,train
0007706,validation
0007707,train
0007708,train
0007709,train
0007710,train
0007711,validation
0007712,train
0007713,train
0007714,train
0007715,train
0007716,train
0007717,train
0007718,train
0007719,train
0007720,train
0007721,test
0007722,validation
0007723,train
0007724,train
0007725,train
0007726,train
0007727,validation
0007728,train
0007729,train
0007730,train
0007731,train
0007732,test
0007733,train
0007734,train
0007735,train
0007736,train
0007737,train
0007738,train
0007739,train
0007740,train
0007741,test
0007742,validation
0007743,train
0007744,validation
0007745,train
0007746,train
0007747,validation
0007748,test
0007749,test
0007750,validation
0007751,train
0007752,train
0007753,train
0007754,validation
0007755,train
0007756,test
0007757,train
0007758,train
0007759,test
0007760,train
0007761,train
0007762,test
0007763,train
0007764,train
0007765,test
0007766,validation
0007767,train
0007768,test
0007769,train
0007770,train
0007771,test
0007772,train
0007773,test
0007774,validation
0007775,validation
0007776,test
0007777,test
0007778,test
0007779,validation
0007780,test
0007781,validation
0007782,train
0007783,validation
0007784,train
0007785,test
0007786,test
0007787,validation
0007788,train
0007789,train
0007790,test
0007791,test
0007792,train
0007793,validation
0007794,test
0007795,train
0007796,train
0007797,train
0007798,train
0007799,train
0007800,train
0007801,train
0007802,test
0007803,train
0007804,train
0007805,train
0007806,train
0007807,train
0007808,train
0007809,train
0007810,train
0007811,train
0007812,validation
0007813,test
0007814,train
0007815,train
0007816,train
0007817,train
0007818,validation
0007819,train
0007820,validation
0007821,validation
0007822,train
0007823,train
0007824,test
0007825,train
0007826,validation
0007827,train
0007828,test
0007829,test
0007830,test
0007831,train
0007832,train
0007833,train
0007834,validation
0007835,train
0007836,train
0007837,train
0007838,test
0007839,train
0007840,test
0007841,test
0007842,train
0007843,test
0007844,test
0007845,test
0007846,validation
0007847,validation
0007848,train
0007849,train
0007850,train
0007851,train
0007852,test
0007853,train
0007854,train
0007855,test
0007856,train
0007857,train
0007858,train
0007859,train
0007860,train
0007861,validation
0007862,test
0007863,validation
0007864,validation
0007865,train
0007866,test
0007867,train
0007868,test
0007869,train
0007870,validation
0007871,train
0007872,train
0007873,train
0007874,validation
0007875,train
0007876,validation
0007877,train
0007878,train
0007879,train
0007880,train
0007881,train
0007882,validation
0007883,train
0007884,train
0007885,test
0007886,validation
0007887,train
0007888,train
0007889,validation
0007890,train
0007891,train
0007892,validation
0007893,train
0007894,validation
0007895,test
0007896,train
0007897,test
0007898,test
0007899,validation
0007900,train
0007901,train
0007902,train
0007903,train
0007904,train
0007905,train
0007906,train
0007907,validation
0007908,train
0007909,test
0007910,train
0007911,train
0007912,validation
0007913,train
0007914,train
0007915,train
0007916,train
0007917,train
0007918,validation
0007919,train
0007920,train
0007921,validation
0007922,train
0007923,validation
0007924,train
0007925,validation
0007926,train
0007927,validation
0007928,train
0007929,test
0007930,train
0007931,test
0007932,train
0007933,train
0007934,train
0007935,train
0007936,test
0007937,train
0007938,train
0007939,test
0007940,train
0007941,validation
0007942,train
0007943,train
0007944,train
0007945,train
0007946,test
0007947,train
0007948,validation
0007949,train
0007950,train
0007951,test
0007952,train
0007953,train
0007954,train
0007955,train
0007956,test
0007957,test
0007958,train
0007959,test
0007960,train
0007961,train
0007962,train
0007963,test
0007964,validation
0007965,train
0007966,train
0007967,train
0007968,train
0007969,validation
0007970,train
0007971,train
0007972,validation
0007973,train
0007974,train
0007975,train
0007976,test
0007977,train
0007978,train
0007979,train
0007980,validation
0007981,validation
0007982,validation
0007983,train
0007984,train
0007985,validation
0007986,train
0007987,test
0007988,train
0007989,validation
0007990,train
0007991,train
0007992,train
0007993,train
0007994,train
0007995,test
0007996,train
0007997,train
0007998,train
0007999,train
0008000,train
0008001,train
0008002,test
0008003,validation
0008004,test
0008005,train
0008006,test
0008007,test
0008008,train
0008009,train
0008010,train
0008011,test
0008012,train
0008013,train
0008014,train
0008015,train
0008016,test
0008017,validation
0008018,train
0008019,test
0008020,train
0008021,test
0008022,validation
0008023,train
0008024,validation
0008025,train
0008026,train
0008027,train
0008028,validation
0008029,train
0008030,train
0008031,train
0008032,train
0008033,test
0008034,train
0008035,train
0008036,train
0008037,train
0008038,train
0008039,train
0008040,train
0008041,train
0008042,test
0008043,validation
0008044,train
0008045,test
0008046,train
0008047,train
0008048,test
0008049,train
0008050,train
0008051,validation
0008052,train
0008053,train
0008054,train
0008055,test
0008056,train
0008057,test
0008058,train
0008059,train
0008060,validation
0008061,test
0008062,train
0008063,test
0008064,train
0008065,train
0008066,train
0008067,test
0008068,train
0008069,train
0008070,validation
0008071,train
0008072,validation
0008073,train
0008074,validation
0008075,train
0008076,train
0008077,validation
0008078,validation
0008079,validation
0008080,train
0008081,train
0008082,train
0008083,train
0008084,validation
0008085,validation
0008086,test
0008087,train
0008088,train
0008089,train
0008090,train
0008091,train
0008092,test
0008093,train
0008094,train
0008095,test
0008096,train
0008097,validation
0008098,train
0008099,train
0008100,train
0008101,train
0008102,train
0008103,train
0008104,train
0008105,test
0008106,train
0008107,test
0008108,train
0008109,validation
0008110,test
0008111,test
0008112,train
0008113,validation
0008114,test
0008115,validation
0008116,validation
0008117,train
0008118,train
0008119,train
0008120,train
0008121,train
0008122,train
0008123,test
0008124,train
0008125,validation
0008126,train
0008127,train
0008128,train
0008129,train
0008130,train
0008131,train
0008132,train
0008133,test
0008134,test
0008135,train
0008136,train
0008137,train
0008138,test
0008139,train
0008140,train
0008141,validation
0008142,test
0008143,train
0008144,validation
0008145,test
0008146,train
0008147,test
0008148,train
0008149,train
0008150,train
0008151,validation
0008152,train
0008153,train
0008154,validation
0008155,validation
0008156,train
0008157,test
0008158,test
0008159,validation
0008160,validation
0008161,train
0008162,test
0008163,train
0008164,train
0008165,train
0008166,test
0008167,validation
0008168,train
0008169,train
0008170,train
0008171,train
0008172,train
0008173,train
0008174,validation
0008175,train
0008176,validation
0008177,validation
0008178,validation
0008179,train
0008180,test
0008181,test
0008182,train
0008183,train
0008184,train
0008185,train
0008186,train
0008187,validation
0008188,train
0008189,train
0008190,test
0008191,train
0008192,test
0008193,train
0008194,train
0008195,validation
0008196,train
0008197,train
0008198,train
0008199,test
0008200,train
0008201,validation
0008202,train
0008203,test
0008204,train
0008205,test
0008206,test
0008207,train
0008208,test
0008209,validation
0008210,train
0008211,train
0008212,train
0008213,train
0008214,test
0008215,train
0008216,train
0008217,train
0008218,test
0008219,validation
0008220,train
0008221,test
0008222,validation
0008223,train
0008224,validation
0008225,train
0008226,test
0008227,train
0008228,test
0008229,train
0008230,train
0008231,train
0008232,train
0008233,train
0008234,train
0008235,train
0008236,train
0008237,train
0008238,validation
0008239,train
0008240,train
0008241,train
0008242,train
0008243,validation
0008244,test
0008245,test
0008246,train
0008247,train
0008248,train
0008249,validation
0008250,validation
0008251,validation
0008252,test
0008253,train
0008254,train
0008255,train
0008256,train
0008257,train
0008258,test
0008259,validation
0008260,validation
0008261,test
0008262,train
0008263,test
0008264,validation
0008265,train
0008266,train
0008267,train
0008268,test
0008269,train
0008270,test
0008271,validation
0008272,train
0008273,test
0008274,train
0008275,test
0008276,test
0008277,train
0008278,validation
0008279,train
0008280,train
0008281,train
0008282,train
0008283,train
0008284,validation
0008285,train
0008286,train
0008287,validation
0008288,train
0008289,train
0008290,train
0008291,validation
0008292,test
0008293,train
0008294,train
0008295,train
0008296,test
0008297,train
0008299,test
0008300,validation
0008301,validation
0008302,train
0008303,test
0008304,test
0008305,train
0008306,train
0008307,validation
0008308,train
0008309,test
0008310,train
0008311,validation
0008312,train
0008313,test
0008314,train
0008315,test
0008316,test
0008317,validation
0008318,test
0008319,train
0008320,train
0008321,train
0008322,test
0008323,test
0008324,train
0008325,test
0008326,train
0008327,test
0008328,validation
0008329,test
0008330,train
0008331,train
0008332,train
0008333,train
0008334,test
0008335,train
0008336,train
0008337,test
0008338,test
0008339,validation
0008340,test
0008341,train
0008342,train
0008343,train
0008344,train
0008345,train
0008346,train
0008347,train
0008348,train
0008349,validation
0008350,train
0008351,train
0008352,test
0008353,test
0008354,validation
0008355,train
0008356,train
0008357,train
0008358,train
0008359,train
0008360,train
0008361,test
0008362,train
0008363,test
0008364,train
0008365,test
0008366,train
0008367,validation
0008368,train
0008369,validation
0008370,train
0008371,test
0008372,train
0008373,validation
0008374,train
0008375,train
0008376,train
0008377,train
0008378,validation
0008379,train
0008380,train
0008381,test
0008382,validation
0008383,test
0008384,test
0008385,train
0008386,test
0008387,train
0008388,test
0008389,test
0008390,train
0008391,train
0008392,train
0008393,train
0008394,train
0008395,train
0008396,test
0008397,validation
0008398,test
0008399,train
0008400,train
0008401,train
0008402,train
0008403,train
0008404,test
0008405,test
0008406,test
0008407,train
0008408,train
0008409,train
0008410,train
0008411,validation
0008412,train
0008413,train
0008414,validation
0008415,train
0008416,validation
0008417,train
0008418,test
0008419,train
0008420,train
0008421,test
0008422,validation
0008423,train
0008424,train
0008425,train
0008426,train
0008427,train
0008428,test
0008429,train
0008430,train
0008431,train
0008432,test
0008433,train
0008434,validation
0008435,train
0008436,train
0008437,train
0008438,test
0008439,test
0008440,test
0008441,train
0008442,train
0008443,test
0008444,train
0008445,train
0008446,train
0008447,test
0008448,validation
0008449,validation
0008450,validation
0008451,train
0008452,train
0008453,test
0008454,test
0008455,train
0008456,train
0008457,train
0008458,train
0008459,test
0008460,train
0008461,train
0008462,test
0008463,train
0008464,validation
0008465,test
0008466,train
0008467,train
0008468,train
0008469,train
0008470,validation
0008471,train
0008472,train
0008473,validation
0008474,test
0008475,train
0008476,train
0008478,test
0008479,train
0008480,train
0008481,train
0008482,train
0008483,train
0008484,test
0008485,train
0008486,train
0008487,validation
0008488,train
0008489,test
0008490,train
0008491,test
0008492,train
0008493,validation
0008494,test
0008495,train
0008496,test
0008497,train
0008498,train
0008499,train
0008500,train
0008501,validation
0008502,test
0008503,validation
0008504,train
0008505,train
0008506,train
0008507,validation
0008508,validation
0008509,train
0008510,test
0008511,train
0008512,test
0008513,train
0008514,train
0008515,train
0008516,validation
0008517,train
0008518,test
0008519,test
0008520,train
0008521,train
0008522,test
0008523,train
0008524,train
0008525,train
0008526,validation
0008527,train
0008528,train
0008529,train
0008530,train
0008531,validation
0008532,train
0008533,train
0008534,test
0008535,train
0008536,train
0008537,train
0008538,train
0008539,train
0008540,test
0008541,train
0008542,validation
0008543,test
0008544,train
0008545,train
0008546,train
0008547,test
0008548,train
0008549,test
0008550,validation
0008551,train
0008552,train
0008553,train
0008554,test
0008555,test
0008556,train
0008557,train
0008558,train
0008559,test
0008560,train
0008561,train
0008562,test
0008563,validation
0008564,validation
0008565,train
0008566,train
0008567,validation
0008568,train
0008569,validation
0008570,train
0008571,train
0008572,validation
0008573,test
0008574,train
0008575,train
0008576,validation
0008577,train
0008578,train
0008579,train
0008580,train
0008581,train
0008582,validation
0008583,test
0008584,train
0008585,validation
0008586,validation
0008587,validation
0008588,train
0008589,test
0008590,train
0008591,train
0008592,test
0008593,test
0008594,train
0008595,train
0008596,test
0008597,train
0008598,train
0008599,train
0008600,train
0008601,validation
0008602,validation
0008603,train
0008604,train
0008605,train
0008606,train
0008607,validation
0008608,validation
0008609,train
0008610,test
0008611,train
0008612,train
0008613,train
0008614,train
0008615,train
0008616,validation
0008617,test
0008618,train
0008619,train
0008620,validation
0008621,train
0008622,train
0008623,train
0008624,validation
0008625,validation
0008626,train
0008627,train
0008628,train
0008629,train
0008630,train
0008631,validation
0008632,train
0008633,test
0008634,train
0008635,train
0008636,test
0008637,test
0008638,train
0008639,train
0008640,test
0008641,train
0008642,train
0008643,train
0008644,train
0008645,train
0008646,validation
0008647,train
0008648,train
0008649,validation
0008650,validation
0008651,train
0008652,train
0008653,train
0008654,train
0008655,train
0008656,train
0008657,test
0008658,train
0008659,train
0008660,test
0008661,train
0008662,train
0008663,train
0008664,validation
0008665,train
0008666,test
0008667,validation
0008668,train
0008669,train
0008670,train
0008671,test
0008672,train
0008673,train
0008674,train
0008675,train
0008676,validation
0008677,test
0008678,validation
0008679,train
0008680,train
0008681,test
0008682,validation
0008683,train
0008684,train
0008685,train
0008686,train
0008687,train
0008688,train
0008689,train
0008690,train
0008691,test
0008692,train
0008693,train
0008694,test
0008695,train
0008696,train
0008697,test
0008698,train
0008699,train
0008700,train
0008701,test
0008702,train
0008703,train
0008704,train
0008705,train
0008706,test
0008707,train
0008708,train
0008709,train
0008710,train
0008711,train
0008712,train
0008713,test
0008714,train
0008715,train
0008716,train
0008717,train
0008718,train
0008719,train
0008720,validation
0008721,test
0008722,test
0008723,validation
0008724,train
0008725,train
0008726,train
0008727,train
0008728,train
0008729,test
0008730,train
0008731,validation
0008732,test
0008733,train
0008734,train
0008735,train
0008736,test
0008737,test
0008738,test
0008739,train
0008740,train
0008741,validation
0008742,test
0008743,train
0008744,test
0008745,validation
0008746,train
0008747,train
0008748,train
0008749,train
0008750,train
0008751,train
0008752,test
0008753,test
0008754,train
0008755,test
0008756,validation
0008757,test
0008758,validation
0008759,train
0008760,train
0008761,train
0008762,train
0008763,validation
0008764,test
0008765,validation
0008766,test
0008767,train
0008768,test
0008769,train
0008770,train
0008771,train
0008772,test
0008773,test
0008774,train
0008775,train
0008776,train
0008777,train
0008778,validation
0008779,train
0008780,train
0008781,train
0008782,train
0008783,train
0008784,train
0008785,train
0008786,train
0008787,train
0008788,train
0008789,train
0008790,train
0008791,train
0008792,train
0008793,train
0008794,train
0008795,test
0008796,test
0008797,train
0008798,test
0008799,train
0008800,train
0008801,train
0008802,train
0008803,validation
0008804,train
0008805,train
0008806,train
0008807,train
0008808,train
0008809,train
0008810,train
0008811,test
0008812,train
0008813,validation
0008814,test
0008815,train
0008816,validation
0008817,train
0008818,train
0008819,train
0008820,train
0008821,train
0008822,test
0008823,train
0008824,train
0008825,train
0008826,train
0008827,train
0008828,train
0008829,train
0008830,train
0008831,train
0008832,train
0008833,train
0008834,train
0008835,test
0008836,validation
0008837,validation
0008838,train
0008839,validation
0008840,test
0008841,train
0008842,validation
0008843,train
0008844,train
0008845,train
0008846,train
0008847,train
0008848,test
0008849,validation
0008850,test
0008851,test
0008852,train
0008853,test
0008854,train
0008855,test
0008856,test
0008857,test
0008858,test
0008859,train
0008860,train
0008861,train
0008862,train
0008863,validation
0008864,train
0008865,train
0008866,train
0008867,train
0008868,validation
0008869,train
0008870,validation
0008871,train
0008872,test
0008873,train
0008874,test
0008875,train
0008876,train
0008877,test
0008878,train
0008879,test
0008880,train
0008881,validation
0008882,train
0008883,train
0008884,train
0008885,train
0008886,test
0008887,train
0008888,train
0008889,train
0008890,train
0008891,train
0008892,train
0008893,train
0008894,train
0008895,validation
0008896,train
0008897,validation
0008898,train
0008899,test
0008900,test
0008901,test
0008902,train
0008903,train
0008904,validation
0008905,train
0008906,train
0008907,train
0008908,validation
0008909,train
0008910,test
0008911,train
0008912,train
0008913,train
0008914,train
0008915,train
0008916,train
0008917,test
0008918,train
0008919,train
0008920,train
0008921,validation
0008922,validation
0008923,train
0008924,train
0008925,test
0008926,train
0008927,train
0008928,validation
0008929,train
0008930,validation
0008931,train
0008932,test
0008933,test
0008934,train
0008935,test
0008936,test
0008937,train
0008938,train
0008939,validation
0008940,train
0008941,test
0008942,test
0008943,validation
0008944,train
0008945,train
0008946,train
0008947,train
0008948,train
0008949,train
0008951,train
0008952,train
0008953,train
0008954,train
0008955,test
0008956,train
0008957,test
0008958,validation
0008959,validation
0008960,test
0008961,test
0008962,train
0008963,train
0008964,test
0008965,train
0008966,validation
0008967,train
0008968,train
0008969,train
0008970,test
0008971,train
0008972,train
0008973,train
0008974,train
0008975,train
0008976,train
0008977,test
0008978,train
0008979,train
0008980,train
0008981,test
0008982,train
0008983,train
0008984,train
0008985,train
0008986,test
0008987,train
0008988,test
0008989,test
0008990,validation
0008991,train
0008992,test
0008993,test
0008994,train
0008995,train
0008996,test
0008997,train
0008998,validation
0008999,train
0009000,train
0009001,test
0009002,train
0009003,test
0009004,train
0009005,train
0009006,train
0009007,train
0009008,train
0009009,train
0009010,train
0009011,train
0009012,validation
0009013,train
0009014,train
0009015,train
0009016,test
0009017,train
0009018,validation
0009019,train
0009020,train
0009021,train
0009022,train
0009023,test
0009024,train
0009025,train
0009026,validation
0009027,train
0009028,validation
0009029,validation
0009030,train
0009031,train
0009032,test
0009033,train
0009034,train
0009035,validation
0009036,validation
0009037,validation
0009038,train
0009039,train
0009040,train
0009041,train
0009042,train
0009043,train
0009044,test
0009045,train
0009046,train
0009047,test
0009048,test
0009049,train
0009050,train
0009051,train
0009052,train
0009053,test
0009054,validation
0009055,train
0009056,train
0009057,test
0009058,test
0009059,train
0009060,test
0009061,train
0009062,train
0009063,train
0009064,train
0009065,train
0009066,train
0009067,train
0009068,train
0009069,train
0009070,test
0009071,train
0009072,test
0009073,test
0009074,train
0009075,train
0009076,validation
0009077,test
0009078,test
0009079,validation
0009080,train
0009081,train
0009082,test
0009083,train
0009084,train
0009085,train
0009086,train
0009087,test
0009088,train
0009089,validation
0009090,train
0009091,train
0009092,train
0009093,test
0009094,test
0009095,train
0009096,train
0009097,train
0009098,train
0009099,train
0009100,train
0009101,train
0009102,validation
0009103,train
0009104,train
0009105,train
0009106,test
0009107,train
0009108,train
0009109,validation
0009110,train
